Churn,CellPlan,Sex,Age,Fee,PhoneBrand,default,student,balance,income,maritl,race,education,region,jobclass,health,health_ins,logwage,wage,grp1,state,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
0,2,male,25,13,S,No,No,1362.96559540383,44217.9160352291,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.69897000433602,109.833985642199,J,NV,111.32,100.89,97.53,103.23,99.28,101.49,80.69,96.14,112.53,82.96
0,2,male,36,13,S,No,No,908.77157368794,45032.8459851152,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886,D,IL,95.79,73.7,116.54,98.93,93.98,108.05,94.24,112,106.07,89.48
1,2,female,24,13,S,No,Yes,1096.82027214515,16148.0600066064,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886,H,AL,89.78,87.83,105.03,99.48,120.53,111.42,101.8,99.45,102.83,100.06
1,2,female,40,13,S,No,No,369.221942475653,47835.0910453142,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,3.95424250943932,52.1561711699147,H,WV,112.18,107.49,109.1,107.9,90.08,94.9,89.41,102.32,96.91,94.02
1,3,male,3,15.9,S,No,No,673.399899046348,50256.2902118721,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.77815125038364,43.7351116779821,U,OK,82,85.84,117.56,97.82,101.35,74.24,91.47,93.28,99.85,93.25
0,3,male,42,8.6625,S,No,No,1038.50000752153,51173.1413763774,3. Widowed,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.76342799356294,117.146816914805,U,IN,96.92,98.88,101.27,94.55,95.42,98.09,100.91,100.11,114.88,93.95
0,3,male,23,9.225,S,No,No,0,28762.9237797484,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.77815125038364,118.884359339886,D,PA,100.16,103.04,102.66,97.25,99.52,103.39,101.82,123.28,99.81,102.23
0,3,male,15,7.2292,C,No,No,527.194086573308,32431.1182596039,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5,148.413159102577,N,UT,95.58,96.46,110.8,100.28,98.08,108.06,107.95,100.6,111.81,92.61
0,3,male,25,17.8,S,No,No,817.469336816105,32974.4273524307,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.6232492903979,101.82435207568,P,MD,83.62,91.49,100.09,109.7,89.79,85.18,96,85.53,93.03,106.42
0,3,male,28,9.5,S,No,Yes,1549.04275451742,19702.293205826,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.54406804435028,94.0727147457005,N,OK,93.59,85.39,103.84,78.01,85.59,94.57,102.59,122,111.48,86.31
1,1,female,22,55,S,No,Yes,566.713789351631,11853.9531668182,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.46239799789896,86.6951548289402,K,ID,84.43,102.64,94.67,119.48,107.62,96.25,94.22,123.27,103.77,106.58
0,2,female,38,13,S,No,No,1496.05646487591,24935.9187420962,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.95424250943933,141.77517233318,L,NC,119.23,80.93,91.77,101.8,106.97,94.88,92.14,95.36,113.02,99.16
0,3,male,40,27.9,S,No,No,862.656656416651,42844.8340023417,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.20411998265593,66.9616443217359,A,WI,81.43,90.75,99.53,104.15,89.5,110.98,119.73,87.74,77.1,87.33
0,2,male,29,27.7208,C,No,No,1259.14941789257,31263.641081672,2. Married,2. Black,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886,X,ME,78.94,98.88,94.37,106.47,85.16,86.83,93.6,101.43,96.5,89.83
0,3,female,45,14.4542,C,No,No,1025.03883303162,43510.0496378576,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.66124460895933,105.767639622758,C,MS,106.98,90.35,107.87,93.46,99.73,93.5,94.11,94.7,99.88,113.2
0,3,male,35,7.05,S,No,Yes,703.277787102737,14793.7426766893,4. Divorced,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.77815125038364,118.884359339886,N,SD,109.07,98.37,93.52,88.8,109.43,88.14,112.99,103.38,86.21,92.7
0,3,male,30,7.25,S,No,Yes,1082.39149734589,15175.3612149216,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.17609125905568,176.989650489877,V,MO,98.04,108.6,92.2,89.95,93.71,85.2,96.55,101.1,96.52,80.04
1,1,female,60,75.25,C,No,No,910.449023533628,44054.9164232696,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.17609125905568,65.1108537153447,P,AZ,97.93,100.18,90.98,105.67,93.69,110.82,98.21,115.12,105.95,88.23
1,1,female,24,69.3,C,No,Yes,996.543862160796,16995.6604049481,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.44715803134222,85.3839403789827,L,CT,107.25,101.37,111.29,106.34,89.76,94.09,93.68,100.1,103.44,114.49
1,1,male,25,55.4417,C,No,No,353.778226008973,58514.3180764772,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.27875360095283,72.1504556815713,O,FL,113.99,115.99,96.16,87.9,107.89,103.41,98.41,98.37,83.37,97.26
0,3,male,18,6.4958,S,No,Yes,782.71082750063,13300.2974683438,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.49136169383427,89.2428846644714,U,CA,84.09,98.89,94.07,99.07,112.01,89.75,98.42,107.16,110.49,99.5
0,3,male,19,8.05,S,No,No,1716.59541824424,51056.8682867977,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.17609125905568,65.1108537153447,E,MA,113.04,102.85,98.75,85.22,112.53,112.54,95.57,106.85,89.67,98.74
0,1,male,22,135.6333,C,No,Yes,502.898638357521,15153.965762645,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.98227123303957,145.805163374625,Z,AR,101.96,80.16,95.17,103.88,93.06,79.17,84.76,99.47,88.39,97.81
0,3,female,3,21.075,S,No,No,1033.46846850523,59203.9676630271,5. Separated,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.47712125471966,87.9810327856054,M,NH,96.61,100.31,116.71,94.89,94.64,102.36,111.56,127.86,104.43,97.98
1,3,female,22,7.25,S,No,No,0,34925.3654101008,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.7160033436348,41.0998036301194,Y,KY,112.65,92.4,106.86,91.97,100.89,94.87,88.03,92.38,73.71,103.72
0,1,male,27,211.5,C,No,Yes,1087.08349936833,19263.7695817024,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.22530928172586,68.3956538035455,X,NV,109.4,87.76,92.72,102.76,110.29,106.77,82.84,89.73,86.95,96.92
0,3,male,20,4.0125,C,No,No,1047.24424881394,43899.7592451193,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.39794000867204,81.2832532842527,T,VA,112.78,110.02,103.02,111.37,105.21,89.02,88.62,86,105.98,97.6
0,3,male,19,7.775,S,No,No,1056.92735252411,38367.8679465264,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.30102999566398,73.7757432746946,R,MD,97.09,99.78,102.58,83.09,94.82,111.02,90.48,86.89,101.83,98.38
1,1,female,42,227.525,C,No,Yes,979.224424632862,26010.8878031666,2. Married,2. Black,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.8750612633917,130.982177377461,Q,WI,107.76,109.45,111.25,94.97,106.45,91.51,116.19,90.19,101.53,89.48
1,3,female,1,15.7417,C,No,Yes,847.818706253068,15978.633625651,5. Separated,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5,148.413159102577,B,MD,102.96,90.92,96.9,119.22,103.25,88.81,101.68,93.96,95.03,101.93
0,3,male,32,7.925,S,No,No,781.77128476306,50958.7905135708,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.39724458101039,81.226746312023,L,WV,94.83,75.98,108.25,105.66,105.23,108.03,90.92,102.75,104.22,110.21
1,1,female,35,52,S,No,Yes,402.488886825952,15904.0559208087,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.14612803567824,63.1888610037461,N,OH,117.57,101.63,111.75,126.19,85.05,110.82,113.42,97.98,104.5,85.93
0,2,male,18,73.5,S,No,No,204.740181714577,17534.2905392742,5. Separated,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.54406804435028,94.0727147457005,Y,VA,101.62,109.43,119.76,86.01,99.4,103.9,100.22,105.43,102.07,93.71
0,3,male,1,46.9,S,No,Yes,2022.67464324227,18336.74316845,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.52891670027766,92.6581301668597,S,IL,99.45,125.45,99.64,101.54,101.76,95.41,97.93,83.73,102.98,101.38
1,2,female,36,13,S,No,No,748.937063784024,44186.6177602638,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.34242268082221,76.8936025176112,S,MA,105.29,108.87,100.71,90.87,90.49,97.92,88.8,76.3,78.5,109.15
1,2,female,17,12,C,No,No,838.275687752419,35917.4906102388,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.77815125038364,118.884359339886,M,AL,103.9,110.6,112.34,111.91,104.64,98.29,89.72,91.37,104.7,91.3
1,1,male,36,120,S,No,No,386.016049290846,44694.0309570293,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.38021124171161,79.8549003093467,D,CO,92.94,93.84,102.86,113.37,109.11,85.26,103.14,103.71,104.57,84.57
1,3,male,21,7.7958,S,No,No,812.399296525647,49623.1009820914,1. Never Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.46239799789896,86.6951548289402,U,MT,99.47,103.53,102.16,104.6,91.94,101.08,90.32,102.79,98.84,100.47
0,3,male,28,7.925,S,No,Yes,1809.92656439359,6985.13594539539,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.89762709129044,133.971500070695,L,ME,126.06,95.25,113.75,116.78,102.14,101.37,97.15,99.37,107.7,95.69
1,1,female,23,113.275,C,No,No,0,30360.5489438194,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.83250891270624,125.525498433836,L,SD,99.27,104.22,108.87,109.67,88.8,93.26,97.19,107.54,95.14,91.14
1,3,female,24,16.7,S,No,Yes,1328.18380411907,24688.4737209337,1. Never Married,4. Other,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.53147891704226,92.8958447894966,A,AL,97.04,88.16,100.18,85.57,103.31,88.58,98.8,106.78,101.68,120.56
0,3,male,22,7.7958,S,No,Yes,1464.93604882699,26716.6863746825,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.27875360095283,72.1504556815713,D,TN,107.34,96.16,83.66,97.36,99.22,111.75,112.39,89.62,98.38,100.26
0,3,female,31,7.8542,S,No,No,1200.56513764739,39718.6926569602,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.77815125038364,118.884359339886,K,ME,104.01,85.4,99,110.24,109.23,95.26,84.59,89.14,108.09,115.78
0,2,male,46,26,S,No,No,989.686419964429,27856.5770606696,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.25527250510331,70.4760196469445,T,MD,94.62,100.46,111.3,76.98,92.51,116.44,97.82,83.17,106.53,109.29
0,2,male,23,10.5,S,No,No,870.734579925775,35539.2702158304,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.84509804001426,127.115743812184,A,WV,89.17,104.52,94.89,103.22,108.54,96.72,88.26,99.72,113.8,99.12
1,2,female,28,12.65,S,No,Yes,1200.84739001594,19849.8314129485,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.74036268949424,114.475713290347,P,MS,108.48,100.58,76.92,95.62,95.88,101.53,103.91,109.74,102.7,93.46
1,3,male,39,7.925,S,No,Yes,1428.83204736141,23204.6814610386,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.47712125471966,87.9810327856054,X,NV,101.19,93.61,102.75,95.77,99.69,107.55,99.71,105.45,90.13,86.49
0,3,male,26,8.05,S,No,No,0,33951.2887259244,2. Married,3. Asian,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4,54.5981500331442,S,WA,104.82,97.61,93.78,88.91,103.53,109.29,92.74,101.4,93.35,102.95
0,3,female,21,9.825,S,No,Yes,359.458866537597,21783.2694913357,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.43136376415899,84.0459576539924,G,UT,97.09,83.57,98.88,103.69,113.33,111.91,105.23,106.41,74.26,108.81
0,3,male,28,15.85,S,No,No,265.683949786655,40862.7540056257,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.44715803134222,85.3839403789827,W,IL,83.48,97.77,98.86,102.72,96.03,102.39,91.13,112.38,85.91,120.64
0,3,female,20,8.6625,S,No,No,1027.77053169201,44406.83691434,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.95424250943933,141.77517233318,I,OH,100.69,82.24,88.15,105.9,107.13,106.61,98.38,105.67,116.07,124.29
0,2,male,34,21,S,No,No,729.047433497618,35042.1329969977,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.70757017609794,110.782650276254,P,MN,123.91,99.85,98.24,103.72,84.95,114.4,118.26,86.52,105.42,116.02
0,3,male,51,7.75,S,No,No,1042.80491991389,25867.1477168844,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.38021124171161,79.8549003093467,L,HI,85.38,117.51,94.79,104.46,90.13,103.55,117.56,92.77,85.93,85.56
1,2,male,3,18.75,S,No,No,230.230587898767,37875.614823143,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.57978359661681,97.4932940453934,B,OH,90.15,107.04,97.79,105.27,99.78,115.19,122.7,99.04,100.92,95.98
0,3,male,21,7.775,S,No,No,367.466012183201,30611.2722706897,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,5.14612803567824,171.765132627508,S,WV,86.64,114.81,94.47,93.52,104.08,103.01,104.66,93.74,100.25,97.29
1,1,female,33,90,Q,No,Yes,737.70535394131,20863.7996686999,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.92348752840002,137.481247831663,O,IL,96.35,113.53,95.61,110.22,104.26,90.7,90.37,92.48,93.05,129.55
1,3,male,44,7.925,S,No,No,18.2612853635445,30349.460422935,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.32221929473392,75.3556793180091,T,MS,113.81,96.7,94.32,110.94,88.99,105.59,96.37,87.73,105.39,93.18
1,2,female,34,32.5,S,No,No,1257.76020889191,30834.7713682736,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.30102999566398,73.7757432746946,B,KY,98.47,103.63,118.18,100.77,96.68,85.02,87.66,98.29,91.4,98.94
1,2,female,18,13,S,No,No,455.521513206303,40907.3983537652,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5,148.413159102577,S,FL,97.44,81.72,105.98,97.25,102.3,105.11,85.19,96.05,120.71,86.43
0,2,male,30,13,S,No,No,56.9675603504705,35458.4815614207,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.55630250076729,95.2307125669819,H,OK,87.11,108.94,103.04,100.75,88.29,87.91,105.72,82.66,97.02,101.31
0,3,female,10,24.15,S,No,Yes,723.931985299722,12213.0371368412,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.47712125471966,87.9810327856054,H,NE,100.65,92.81,117.18,109.71,105.91,96.74,94.94,123.01,100.82,114.13
0,3,male,21,7.7333,Q,No,No,612.383157677443,41379.7678082606,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.69897000433602,109.833985642199,V,ID,110.35,109.41,91.07,94.79,101.47,106.78,89.7,105.84,101.88,91.95
0,3,male,29,7.875,S,No,Yes,1220.1776056907,15308.1270712607,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.39794000867204,81.2832532842527,C,AR,122.6,81.29,105.74,108.33,103.48,92.52,92.72,97.05,91.77,96.46
0,3,female,28,14.4,S,No,No,1222.34769171407,32363.3710505847,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886,B,ND,113.15,111.47,89.88,107.05,104.86,85.46,90.84,122.12,86.02,92.75
0,3,male,18,20.2125,S,No,No,1165.49113814696,47684.2194497489,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.84509804001426,127.115743812184,J,SD,91.3,94.97,95.18,79.45,91.52,98.99,115.75,114.73,87.07,107.98
1,2,female,28,26,S,Yes,No,1642.81999663825,46856.947039092,2. Married,2. Black,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.44715803134222,85.3839403789827,O,CO,94.97,114.26,105.11,93.16,106.27,94.04,128.62,95.93,104.43,100.62
1,2,female,19,26,S,No,No,944.173560017781,56088.6837995041,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.39794000867204,81.2832532842527,P,OH,106.07,99.81,94.4,87.37,104.79,111.41,92.9,99.26,99.8,104.2
1,3,male,32,8.05,S,No,No,749.608003900673,41423.9411731786,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.77815125038364,118.884359339886,H,AK,99.9,93.62,95.17,111.56,114.55,89.02,106.83,101.37,92.75,119.4
1,1,male,28,26.55,S,No,No,370.375186777666,31231.0078371514,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.09691001300806,163.515863976238,F,ME,102.75,104.98,114.73,89.52,72.59,85.97,97.22,101.73,102.78,102.57
1,2,female,42,26,S,Yes,No,1991.64912011299,42133.3731759574,2. Married,4. Other,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.65321251377534,104.921506533664,J,OR,86.88,99.42,115.94,95.74,107.66,92.41,97.66,92.86,89.19,102.63
0,3,male,17,7.125,S,No,No,773.915226576855,44562.3381169342,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.60205999132796,99.6894636984864,M,KS,95.73,93.74,92.69,97.65,76.41,114.34,95,83.91,88.81,120.91
0,1,male,50,55.9,S,No,Yes,817.249811262394,20480.88705606,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.64100585131578,281.745970551857,V,MN,90.74,91.05,99.62,111.9,87.28,108.64,89.34,91.47,89.73,95.53
1,1,female,14,120,S,No,No,1060.71621967666,50260.4643659169,1. Never Married,2. Black,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.92941892571429,138.299126920883,D,TN,90.71,124.1,109.92,105.41,95.72,92.61,100.35,91.71,93.48,98.96
0,3,female,21,34.375,S,Yes,No,1550.44926441315,56273.5136083638,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.17609125905568,176.989650489877,R,KY,92.81,90.5,81.34,99.11,95.62,84.57,105.15,99.09,100.03,95.55
1,2,female,24,18.75,S,No,Yes,454.466962212937,15092.439307714,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.91907809237607,136.876367635184,M,DE,95.85,105.59,95.63,92.88,95.38,103.85,96.92,94.49,93.63,104.34
0,1,male,64,263,S,No,Yes,1256.23932541513,17784.5589437522,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.23044892137827,186.876677628007,X,KS,99.94,97.89,109.36,105.04,88.69,85.46,103.1,97.02,96.22,94.92
0,2,male,31,10.5,S,No,No,1484.39539297524,36731.3086949029,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.50514997831991,90.4819133566401,O,FL,106.33,89.82,103.83,98.93,86.78,98.51,92.52,87.37,114.77,107.25
1,2,female,45,26.25,S,No,Yes,1050.47732793251,12661.6116309912,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.44715803134222,85.3839403789827,D,TN,94.91,86.1,96.98,74.16,101.49,93.21,88.55,110.88,105.08,104.48
0,3,male,20,9.5,S,No,No,986.40061892638,45430.4722089423,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.97772360528885,145.143601176911,L,ND,91.43,85.11,89.96,109.52,83.96,96.02,88.67,106.66,82.88,86.75
0,3,male,25,7.775,S,No,No,717.341926951688,44266.3765401792,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.79239168949825,120.589436530402,E,CT,116.16,85.94,108.1,104.75,104.34,103.99,106.23,89.52,93.25,90.81
1,2,female,28,13,S,No,No,692.143222681582,47038.0903196941,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.6232492903979,101.82435207568,L,KY,109.94,85.04,114.6,95.57,97.7,106.04,93.78,91.97,114.07,92.78
